,user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
12348691,PBX90DD68AX4,395012a631870,1541417590,3,filter selection,Very Good Rating,TW,"Seoul, South Korea",mobile,Very Good Rating,,
12348692,PBX90DD68AX4,395012a631870,1541417606,4,filter selection,Hotel,TW,"Seoul, South Korea",mobile,Very Good Rating|Hotel,,
12348693,PBX90DD68AX4,395012a631870,1541417608,5,filter selection,3 Star,TW,"Seoul, South Korea",mobile,Very Good Rating|Hotel|3 Star,,
12348694,PBX90DD68AX4,395012a631870,1541417610,6,filter selection,4 Star,TW,"Seoul, South Korea",mobile,Very Good Rating|Hotel|3 Star|4 Star,,
12348695,PBX90DD68AX4,395012a631870,1541417611,7,filter selection,5 Star,TW,"Seoul, South Korea",mobile,Very Good Rating|Hotel|3 Star|4 Star|5 Star,,
12355163,4UH7V8P5KIOW,4dcefa98a24c1,1541475174,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
12355165,4UH7V8P5KIOW,4dcefa98a24c1,1541475276,3,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
12405145,9QZ3G56B71RQ,02bc1e1ff88ab,1541327183,1,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
12405146,9QZ3G56B71RQ,02bc1e1ff88ab,1541327185,2,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
12405290,9QZ3G56B71RQ,02bc1e1ff88ab,1541330149,146,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
12415493,12D3R49A1ZJW,5bb089fb08d04,1541384073,2,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
12415494,12D3R49A1ZJW,5bb089fb08d04,1541384073,3,change of sort order,interaction sort button,KR,"Seoul, South Korea",desktop,,,
12428277,Y71DNB2XLEFS,9197242a5bce2,1541412461,1,search for poi,Myeong-dong,MY,"Seoul, South Korea",desktop,,,
12428956,1JDU4O7JEYBF,45d8d9b8882e7,1541494322,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,Hotel Chain,,
12429034,1V2TW30UQ6D4,2b404f7e68d6b,1541489587,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",desktop,,,
12465285,EAH76I0MO2CG,2545e3b3eb13d,1541116839,1,search for poi,Dongdaemun Market,HK,"Seoul, South Korea",mobile,,,
12502371,ETX7N28HMINB,533c5df7bfa0c,1541445699,1,filter selection,4 Star,DK,"Seoul, South Korea",tablet,4 Star,,
12502372,ETX7N28HMINB,533c5df7bfa0c,1541445751,2,filter selection,Breakfast Included,DK,"Seoul, South Korea",tablet,4 Star|Breakfast Included,,
12504541,I7HY0JUJAAOY,4becdfc0b3fd9,1541428958,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",mobile,,,
12504542,I7HY0JUJAAOY,4becdfc0b3fd9,1541428990,2,search for poi,Dongdaemun Market,TW,"Seoul, South Korea",mobile,,,
12518465,EELZ5FDDG0KU,1a5221d1999a9,1541524167,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",mobile,,,
12535871,X7B2NLITKLAU,52c83cd87bbea,1541073718,1,search for poi,Myeong-dong,JP,"Seoul, South Korea",mobile,,,
12535893,X7B2NLITKLAU,52c83cd87bbea,1541073780,23,search for poi,Myeong-dong,JP,"Seoul, South Korea",mobile,,,
12537991,2OZX9JV57T9H,1aee4eaafb004,1541118628,1,search for poi,Myeong-dong,MY,"Seoul, South Korea",desktop,,,
12566172,AI1VULN9NG76,9a0cfdc4182b6,1541356596,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12568989,M13U0F6FO0DY,94c70af02bbb2,1541334982,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12571727,VXLOO2TECME5,59d6414062efd,1541307778,253,search for destination,"Seoul, South Korea",AU,"Seoul, South Korea",desktop,Air Conditioning|Restaurant|Best Value,,
12571753,VXLOO2TECME5,59d6414062efd,1541307879,279,change of sort order,interaction sort button,AU,"Seoul, South Korea",desktop,,,
12571754,VXLOO2TECME5,59d6414062efd,1541307880,280,change of sort order,our recommendations,AU,"Seoul, South Korea",desktop,,,
12571755,VXLOO2TECME5,59d6414062efd,1541307880,281,filter selection,Sort By Popularity,AU,"Seoul, South Korea",desktop,Air Conditioning|Restaurant|Sort By Popularity,,
12582933,HOLG19IIKJYR,f3e5c14a37f7d,1541428950,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12582934,HOLG19IIKJYR,f3e5c14a37f7d,1541428950,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12582935,HOLG19IIKJYR,f3e5c14a37f7d,1541428960,3,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12582936,HOLG19IIKJYR,f3e5c14a37f7d,1541428960,4,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
12582937,HOLG19IIKJYR,f3e5c14a37f7d,1541428960,5,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
12582938,HOLG19IIKJYR,f3e5c14a37f7d,1541428970,6,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
12582939,HOLG19IIKJYR,f3e5c14a37f7d,1541428970,7,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
12583016,HOLG19IIKJYR,f3e5c14a37f7d,1541429215,84,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,Best Value,,
12583028,HOLG19IIKJYR,f3e5c14a37f7d,1541429299,96,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12609842,PXJO1LXVOKY8,18e022d102659,1541062596,1,search for poi,Myeongdong,HK,"Seoul, South Korea",desktop,,,
12609843,PXJO1LXVOKY8,18e022d102659,1541062950,2,search for poi,Hongdae,HK,"Seoul, South Korea",desktop,,,
12609845,PXJO1LXVOKY8,18e022d102659,1541063222,4,search for poi,Dongdaemun Market,HK,"Seoul, South Korea",desktop,,,
12610889,V3B8KNTBFTTM,60e8e5e1999e2,1541100186,1,change of sort order,interaction sort button,PH,"Seoul, South Korea",mobile,,,
12610891,V3B8KNTBFTTM,60e8e5e1999e2,1541100260,3,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
12610892,V3B8KNTBFTTM,60e8e5e1999e2,1541100285,4,change of sort order,interaction sort button,PH,"Seoul, South Korea",mobile,,,
12610893,V3B8KNTBFTTM,60e8e5e1999e2,1541100287,5,change of sort order,price and recommended,PH,"Seoul, South Korea",mobile,,,
12610894,V3B8KNTBFTTM,60e8e5e1999e2,1541100287,6,filter selection,Best Value,PH,"Seoul, South Korea",mobile,Best Value,,
12610895,V3B8KNTBFTTM,60e8e5e1999e2,1541100338,7,change of sort order,interaction sort button,PH,"Seoul, South Korea",mobile,,,
12610896,V3B8KNTBFTTM,60e8e5e1999e2,1541100339,8,change of sort order,price only,PH,"Seoul, South Korea",mobile,,,
12610897,V3B8KNTBFTTM,60e8e5e1999e2,1541100339,9,filter selection,Sort by Price,PH,"Seoul, South Korea",mobile,Sort by Price,,
12622211,R9KJMT41UQAZ,9e60358852542,1541197680,1,search for poi,Myeongdong,AU,"Seoul, South Korea",mobile,,,
12669004,7NRPJ3N94Y6K,d60c4eb872455,1541510590,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
12672824,K0CPVOO5PT2X,8ca158935d67f,1541486000,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12677774,WSMFGE09KJSK,bede3cacbd925,1541524551,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12685585,GIC7JLPIZ1DX,09c83d0e69f55,1541081485,1,search for poi,Hongdae,HK,"Seoul, South Korea",tablet,,,
12685600,GIC7JLPIZ1DX,09c83d0e69f55,1541082688,16,search for poi,Myeongdong,HK,"Seoul, South Korea",tablet,,,
12690253,X28OLA27XQY2,9bd8cfe75d388,1541043198,1,search for poi,Myeong-dong,TH,"Seoul, South Korea",desktop,,,
12703768,YGCG514VN7VC,03398d81df483,1541131959,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,3 Star|2 Star,,
12703776,YGCG514VN7VC,03398d81df483,1541132207,9,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12703778,YGCG514VN7VC,03398d81df483,1541132248,11,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12703779,YGCG514VN7VC,03398d81df483,1541132255,12,filter selection,2 Star,JP,"Seoul, South Korea",mobile,2 Star,,
12703780,YGCG514VN7VC,03398d81df483,1541132258,13,filter selection,3 Star,JP,"Seoul, South Korea",mobile,2 Star|3 Star,,
12703781,YGCG514VN7VC,03398d81df483,1541132269,14,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12703782,YGCG514VN7VC,03398d81df483,1541132269,15,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
12703783,YGCG514VN7VC,03398d81df483,1541132269,16,filter selection,Best Value,JP,"Seoul, South Korea",mobile,2 Star|3 Star|Best Value,,
12720409,7L33D1O7B97C,03e2a783c14a1,1541316567,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12720413,7L33D1O7B97C,03e2a783c14a1,1541316740,5,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12720414,7L33D1O7B97C,03e2a783c14a1,1541316750,6,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
12720415,7L33D1O7B97C,03e2a783c14a1,1541316750,7,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
12720416,7L33D1O7B97C,03e2a783c14a1,1541316780,8,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12720417,7L33D1O7B97C,03e2a783c14a1,1541316790,9,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
12720419,7L33D1O7B97C,03e2a783c14a1,1541316790,11,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
12744919,7D13F9OXRG25,57053a6bcd9db,1541482187,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
12744920,7D13F9OXRG25,57053a6bcd9db,1541482190,2,change of sort order,price only,JP,"Seoul, South Korea",desktop,,,
12744921,7D13F9OXRG25,57053a6bcd9db,1541482190,3,filter selection,Sort by Price,JP,"Seoul, South Korea",desktop,Sort by Price,,
12744924,7D13F9OXRG25,57053a6bcd9db,1541482284,6,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
12744925,7D13F9OXRG25,57053a6bcd9db,1541482287,7,change of sort order,rating only,JP,"Seoul, South Korea",desktop,,,
12744926,7D13F9OXRG25,57053a6bcd9db,1541482287,8,filter selection,Sort By Rating,JP,"Seoul, South Korea",desktop,Sort By Rating,,
12744927,7D13F9OXRG25,57053a6bcd9db,1541482297,9,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
12744928,7D13F9OXRG25,57053a6bcd9db,1541482325,10,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
12744929,7D13F9OXRG25,57053a6bcd9db,1541482326,11,change of sort order,price and recommended,JP,"Seoul, South Korea",desktop,,,
12744930,7D13F9OXRG25,57053a6bcd9db,1541482326,12,filter selection,Best Value,JP,"Seoul, South Korea",desktop,Best Value,,
12746991,F0C77SXCTWOG,b7f5f82ca42d9,1541502842,1,filter selection,Good Rating,JP,"Seoul, South Korea",mobile,Good Rating,,
12746992,F0C77SXCTWOG,b7f5f82ca42d9,1541502855,2,filter selection,Very Good Rating,JP,"Seoul, South Korea",mobile,Very Good Rating,,
12746993,F0C77SXCTWOG,b7f5f82ca42d9,1541502886,3,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12746994,F0C77SXCTWOG,b7f5f82ca42d9,1541502890,4,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
12746995,F0C77SXCTWOG,b7f5f82ca42d9,1541502890,5,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Very Good Rating|Best Value,,
12747008,F0C77SXCTWOG,b7f5f82ca42d9,1541504018,18,filter selection,Electric Kettle,JP,"Seoul, South Korea",mobile,Very Good Rating|Best Value|Electric Kettle,,
12747011,F0C77SXCTWOG,b7f5f82ca42d9,1541504258,21,filter selection,Airport Shuttle,JP,"Seoul, South Korea",mobile,Very Good Rating|Best Value|Electric Kettle|Airport Shuttle,,
12758368,393RTVZZXIKY,29e833cb17e7d,1541067215,1,search for poi,Dongdaemun Market,HK,"Seoul, South Korea",mobile,,,
12790671,O1H5MH75Q1KF,26a92fe9921e1,1541251578,1,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
12790672,O1H5MH75Q1KF,26a92fe9921e1,1541251617,2,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
12799314,5JMIASOAOULC,5ad3fe4f39893,1541329480,1,search for poi,Mapogu,US,"Seoul, South Korea",mobile,,,
12814738,8TVN27HFNR92,889275fa1c0b4,1541429404,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
12814739,8TVN27HFNR92,889275fa1c0b4,1541429525,2,filter selection,Good Rating,JP,"Seoul, South Korea",mobile,Good Rating,,
12814740,8TVN27HFNR92,889275fa1c0b4,1541429537,3,filter selection,Excellent Rating,JP,"Seoul, South Korea",mobile,Excellent Rating,,
12853346,3ECJBSJ7DK4A,651088a32829e,1541148943,1,search for poi,Hongdae,JP,"Seoul, South Korea",mobile,,,
12853347,3ECJBSJ7DK4A,651088a32829e,1541148952,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
12853348,3ECJBSJ7DK4A,651088a32829e,1541148957,3,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
12853349,3ECJBSJ7DK4A,651088a32829e,1541148957,4,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
12860661,O0AHGYWBAPJW,c1195b3751546,1541138832,3,change of sort order,interaction sort button,KR,"Seoul, South Korea",mobile,,,
12860662,O0AHGYWBAPJW,c1195b3751546,1541138842,4,change of sort order,price only,KR,"Seoul, South Korea",mobile,,,
12860663,O0AHGYWBAPJW,c1195b3751546,1541138842,5,filter selection,Sort by Price,KR,"Seoul, South Korea",mobile,Sort by Price,,
12860664,O0AHGYWBAPJW,c1195b3751546,1541138868,6,change of sort order,interaction sort button,KR,"Seoul, South Korea",mobile,,,
12860665,O0AHGYWBAPJW,c1195b3751546,1541138878,7,change of sort order,rating and recommended,KR,"Seoul, South Korea",mobile,,,
12860666,O0AHGYWBAPJW,c1195b3751546,1541138878,8,filter selection,Focus on Rating,KR,"Seoul, South Korea",mobile,Focus on Rating,,
12860667,O0AHGYWBAPJW,c1195b3751546,1541139070,9,search for poi,Gimpo International Airport,KR,"Seoul, South Korea",mobile,,,
12860685,O3B74PZD5AE7,18fc9ead1db54,1541129507,1,search for destination,"Seoul, South Korea",US,"Seoul, South Korea",desktop,,,
12888173,SZZHYQQDMJQ2,7669e729ee857,1541338640,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
12888174,SZZHYQQDMJQ2,7669e729ee857,1541338660,2,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
12888175,SZZHYQQDMJQ2,7669e729ee857,1541338670,3,change of sort order,rating and recommended,HK,"Seoul, South Korea",mobile,,,
12888176,SZZHYQQDMJQ2,7669e729ee857,1541338670,4,filter selection,Focus on Rating,HK,"Seoul, South Korea",mobile,Focus on Rating,,
12888269,SZZHYQQDMJQ2,7669e729ee857,1541339004,97,filter selection,Excellent Rating,HK,"Seoul, South Korea",mobile,Excellent Rating,,
12910137,64WL7H79QRDV,99649c1076fd6,1541479858,26,search for destination,"Seoul, South Korea",PH,"Seoul, South Korea",desktop,Best Value,,
12962725,6IC4GFZDL51E,36a1a1c781621,1541352719,1,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",mobile,,,
12969096,NW99JDKWFZK4,f7738f96828f0,1541316670,1,search for poi,Hongdae,HK,"Seoul, South Korea",tablet,3 Star|4 Star|5 Star,,
12969097,NW99JDKWFZK4,f7738f96828f0,1541317110,2,search for poi,Seoul Station,HK,"Seoul, South Korea",tablet,3 Star|4 Star|5 Star,,
12969098,NW99JDKWFZK4,f7738f96828f0,1541317118,3,change of sort order,interaction sort button,HK,"Seoul, South Korea",tablet,,,
12969099,NW99JDKWFZK4,f7738f96828f0,1541317128,4,change of sort order,price only,HK,"Seoul, South Korea",tablet,,,
12969100,NW99JDKWFZK4,f7738f96828f0,1541317128,5,filter selection,Sort by Price,HK,"Seoul, South Korea",tablet,3 Star|4 Star|5 Star|Sort by Price,,
12969101,NW99JDKWFZK4,f7738f96828f0,1541317163,6,search for poi,Hongdae,HK,"Seoul, South Korea",tablet,3 Star|4 Star|5 Star|Sort by Price,,
12969518,O9C4K3843AS4,903f5a5a18eca,1541315557,1,search for poi,Myeong-dong,JP,"Seoul, South Korea",mobile,,,
12993246,F38Y73JTTO76,49a2e1414a2f5,1541469589,1,search for destination,"Seoul, South Korea",RU,"Seoul, South Korea",desktop,,,
13017799,9UXND52DL2M9,e49c099580633,1541123932,1,search for poi,Myeongdong,HK,"Seoul, South Korea",desktop,,,
13023034,R70CNXTWCWA7,0cb3889ab00b3,1541165499,1,search for poi,Hongdae,NL,"Seoul, South Korea",desktop,,,
13038069,VQ06N2317XDN,373d5fec6937f,1541254041,2,search for poi,Myeong-dong,MY,"Seoul, South Korea",mobile,,,
13049754,MWNE5K7NSD1Q,e17201173130f,1541337690,1,search for poi,Dongdaemun Sijang,RU,"Seoul, South Korea",desktop,,,
13092966,S15W02NKG5IP,7543717cbcd25,1541058482,1,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",desktop,,,
13106482,NLRD9IBTXFWU,52b4251802980,1541201248,1,filter selection,Very Good Rating,JP,"Seoul, South Korea",mobile,Very Good Rating,,
13106483,NLRD9IBTXFWU,52b4251802980,1541201249,2,filter selection,Excellent Rating,JP,"Seoul, South Korea",mobile,Excellent Rating,,
13106484,NLRD9IBTXFWU,52b4251802980,1541201252,3,filter selection,4 Star,JP,"Seoul, South Korea",mobile,Excellent Rating|4 Star,,
13106485,NLRD9IBTXFWU,52b4251802980,1541201253,4,filter selection,5 Star,JP,"Seoul, South Korea",mobile,Excellent Rating|4 Star|5 Star,,
13111363,YJNS9Y845U73,253a15fb7b5c4,1541173403,1,search for poi,Jamsil Sports Complex,KR,"Seoul, South Korea",mobile,,,
13111365,YJNS9Y845U73,253a15fb7b5c4,1541173669,3,search for poi,Jamsil Baseball Stadium,KR,"Seoul, South Korea",mobile,,,
13125589,3ECJBSJ7DK4A,95d3a136cc484,1541342758,1,search for poi,Hongdae,JP,"Seoul, South Korea",mobile,,,
13125590,3ECJBSJ7DK4A,95d3a136cc484,1541342769,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
13125591,3ECJBSJ7DK4A,95d3a136cc484,1541342779,3,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
13125592,3ECJBSJ7DK4A,95d3a136cc484,1541342779,4,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
13128023,62YE91AGU72Q,cb9c478e9edfa,1541346192,1,search for poi,Mapogu,KR,"Seoul, South Korea",mobile,,,
13173166,IBQNT21P9AJW,d3873735c81f6,1541102616,1,filter selection,3 Star,JP,"Seoul, South Korea",mobile,3 Star,,
13173167,IBQNT21P9AJW,d3873735c81f6,1541102618,2,filter selection,4 Star,JP,"Seoul, South Korea",mobile,3 Star|4 Star,,
13173168,IBQNT21P9AJW,d3873735c81f6,1541102621,3,filter selection,5 Star,JP,"Seoul, South Korea",mobile,3 Star|4 Star|5 Star,,
13173169,IBQNT21P9AJW,d3873735c81f6,1541102635,4,filter selection,Breakfast Included,JP,"Seoul, South Korea",mobile,3 Star|4 Star|5 Star|Breakfast Included,,
13173170,IBQNT21P9AJW,d3873735c81f6,1541102641,5,filter selection,Breakfast Included,JP,"Seoul, South Korea",mobile,3 Star|4 Star|5 Star,,
13173171,IBQNT21P9AJW,d3873735c81f6,1541102715,6,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
13173172,IBQNT21P9AJW,d3873735c81f6,1541102725,7,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
13173173,IBQNT21P9AJW,d3873735c81f6,1541102725,8,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
13173174,IBQNT21P9AJW,d3873735c81f6,1541102725,9,filter selection,Best Value,JP,"Seoul, South Korea",mobile,3 Star|4 Star|5 Star|Best Value,,
13174783,ODCJ427O5TEE,192147e5c17b9,1541071148,17,search for poi,Myeong-dong,KR,"Seoul, South Korea",mobile,,,
13177372,WA0Z1DV7BOOT,8f444ee691ebe,1541043333,1,search for poi,Myeongdong,HK,"Seoul, South Korea",desktop,,,
13177373,WA0Z1DV7BOOT,8f444ee691ebe,1541043340,2,filter selection,Excellent Rating,HK,"Seoul, South Korea",desktop,Excellent Rating,,
13177374,WA0Z1DV7BOOT,8f444ee691ebe,1541043351,3,filter selection,5 Star,HK,"Seoul, South Korea",desktop,Excellent Rating|5 Star,,
13177403,WA0Z1DV7BOOT,8f444ee691ebe,1541043598,32,filter selection,4 Star,HK,"Seoul, South Korea",desktop,5 Star|4 Star,,
13177404,WA0Z1DV7BOOT,8f444ee691ebe,1541043599,33,filter selection,5 Star,HK,"Seoul, South Korea",desktop,4 Star,,
13198221,BN0BVWC3WGM3,d95c54d06d2b8,1541226706,3,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
13198222,BN0BVWC3WGM3,d95c54d06d2b8,1541226706,4,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
13198223,BN0BVWC3WGM3,d95c54d06d2b8,1541226712,5,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
13198224,BN0BVWC3WGM3,d95c54d06d2b8,1541226712,6,change of sort order,price only,JP,"Seoul, South Korea",desktop,,,
13198225,BN0BVWC3WGM3,d95c54d06d2b8,1541226712,7,filter selection,Sort by Price,JP,"Seoul, South Korea",desktop,Sort by Price,,
13198226,BN0BVWC3WGM3,d95c54d06d2b8,1541226722,8,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
13198227,BN0BVWC3WGM3,d95c54d06d2b8,1541226813,9,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
13198228,BN0BVWC3WGM3,d95c54d06d2b8,1541226821,10,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
13198229,BN0BVWC3WGM3,d95c54d06d2b8,1541226823,11,change of sort order,rating and recommended,JP,"Seoul, South Korea",desktop,,,
13198230,BN0BVWC3WGM3,d95c54d06d2b8,1541226823,12,filter selection,Focus on Rating,JP,"Seoul, South Korea",desktop,Focus on Rating,,
